car,0.8482,1206.22,741.86,1450.62,875.86
person,0.8218,547.57,798.16,893.01,1080.00
bus,0.8084,1780.02,503.91,1919.14,867.54
person,0.7141,949.67,731.37,1067.55,1067.94
person,0.6765,452.35,751.93,553.84,1016.32
car,0.6613,1051.89,756.22,1325.99,921.67
person,0.6514,285.79,785.98,420.94,1078.94
person,0.5691,560.03,750.81,643.03,1002.58
person,0.4665,89.06,726.53,220.10,1036.93
person,0.4512,201.15,781.47,308.75,1066.27
person,0.4350,914.80,746.20,974.27,1029.46
person,0.3973,1057.96,746.37,1116.35,999.30
person,0.3792,1057.48,757.55,1139.30,1005.40
person,0.3541,793.97,743.67,860.87,1018.88
person,0.3403,840.99,738.29,929.69,1025.54
car,0.3335,1382.66,753.40,1508.64,815.12
handbag,0.2594,994.71,794.55,1071.95,922.84
person,0.2592,1062.17,766.28,1167.45,1014.64
