person,0.8149,153.11,777.69,486.79,1079.27
person,0.7642,1205.15,805.78,1350.48,1076.14
person,0.7406,550.26,797.13,910.92,1080.00
person,0.7302,0.13,747.63,83.41,1069.72
car,0.7227,1441.44,754.04,1561.54,828.08
person,0.6183,1350.39,772.74,1433.14,1047.46
car,0.5737,1770.83,755.17,1910.50,820.62
person,0.5080,383.92,755.31,539.99,1077.68
person,0.5070,1085.81,774.12,1179.07,1066.01
person,0.5054,996.90,789.72,1110.44,1077.08
car,0.3483,1381.60,751.41,1453.86,814.06
car,0.3111,1893.67,810.27,1919.28,1015.11
person,0.3031,482.64,725.41,570.77,1064.00
person,0.3009,1303.32,750.97,1372.70,918.47
person,0.2887,120.20,754.65,246.11,1029.01
person,0.2674,887.02,782.66,996.31,1062.57
person,0.2635,803.46,754.21,884.66,1033.96
person,0.2557,921.31,911.41,1074.61,1078.27
