person,0.8559,798.00,788.78,1105.90,1077.61
person,0.8281,473.90,784.19,794.34,1080.00
person,0.7884,1452.25,762.09,1557.64,1051.71
car,0.7660,1682.64,752.17,1918.90,969.47
person,0.7497,1281.98,786.94,1444.68,1079.69
person,0.7229,139.64,755.13,298.57,1079.80
person,0.6905,338.37,745.82,509.08,1077.67
person,0.6788,0.20,748.65,75.94,1075.49
person,0.6293,750.93,737.82,872.75,1067.49
person,0.4143,314.67,761.57,399.37,1080.00
handbag,0.4136,341.89,823.40,448.33,1026.80
person,0.3905,1174.28,765.95,1266.77,1050.97
person,0.3465,47.43,737.21,121.52,1038.29
kite,0.2800,1236.81,468.47,1349.03,592.55
