car,0.8914,1613.79,754.91,1918.99,919.55
car,0.8072,1148.70,745.58,1292.47,848.32
car,0.7227,1078.84,762.31,1234.50,878.65
person,0.7103,640.94,822.85,857.30,1074.46
car,0.6973,1376.48,751.96,1512.24,816.96
person,0.6233,1001.45,732.95,1130.97,1025.83
person,0.6040,10.54,868.43,271.88,1078.51
person,0.6010,399.95,775.63,510.46,1078.33
person,0.6008,506.48,951.95,756.53,1079.65
person,0.5757,184.11,725.68,302.30,1040.84
person,0.5605,514.19,752.09,606.16,999.53
person,0.5280,856.11,736.10,931.09,1021.91
car,0.5217,1297.90,750.68,1374.86,803.88
person,0.4675,919.32,740.52,1006.92,1034.54
person,0.4520,818.62,763.42,874.98,976.23
car,0.4045,1379.39,755.73,1553.52,819.36
person,0.3305,612.23,753.59,679.63,944.20
person,0.3086,279.81,769.58,394.42,1067.21
handbag,0.2564,476.85,854.51,530.30,948.62
