car,0.8386,1453.09,749.75,1758.88,874.03
person,0.7823,184.98,842.97,446.24,1078.30
car,0.6478,1115.89,738.58,1228.04,825.83
person,0.6246,445.15,757.63,566.37,1050.50
car,0.6108,1295.08,741.93,1412.79,802.69
person,0.5843,0.35,910.14,150.74,1078.97
person,0.5470,602.55,788.40,846.56,1076.78
person,0.5437,847.56,737.71,927.80,1026.12
person,0.5346,902.50,741.59,980.39,1026.39
person,0.5100,993.98,740.27,1090.73,996.39
car,0.4527,1225.32,744.68,1305.85,793.17
person,0.3843,618.46,901.37,848.88,1080.00
car,0.3544,1403.57,747.38,1507.51,811.29
person,0.3453,563.82,747.42,646.49,972.94
person,0.3210,1064.04,734.58,1160.72,1013.51
person,0.3053,979.22,740.55,1031.68,989.76
person,0.2576,1075.16,773.32,1147.69,1017.16
