car,0.9094,1628.46,761.41,1919.21,967.94
car,0.7690,1319.40,747.22,1479.87,824.92
person,0.7404,740.44,762.86,943.23,1077.01
person,0.7368,851.30,863.52,1105.98,1078.29
person,0.7038,289.93,879.60,544.45,1080.00
person,0.6769,1109.69,740.76,1205.39,997.82
person,0.6450,186.52,817.14,388.43,1079.85
person,0.5817,1034.55,733.57,1109.40,1013.59
bus,0.4942,1397.88,556.37,1918.44,825.60
person,0.4904,574.59,794.07,706.32,1072.07
person,0.3032,459.36,786.20,588.78,1075.54
person,0.3017,72.68,785.61,180.94,1078.10
person,0.2679,4.36,714.89,131.06,1061.85
