person,0.8310,563.61,795.31,818.60,1080.00
person,0.8238,982.00,759.02,1216.93,1080.00
person,0.8232,1248.94,776.95,1524.29,1080.00
person,0.8004,1632.67,774.99,1778.28,1076.82
person,0.7566,156.41,783.56,339.45,1075.62
person,0.7487,840.84,753.39,973.61,1079.96
person,0.6862,795.47,751.58,890.32,1077.37
person,0.6677,460.19,750.53,551.78,1072.34
person,0.6235,0.23,763.03,91.59,1075.27
person,0.3764,945.05,760.01,1023.51,1070.59
person,0.3727,1485.02,775.16,1539.84,917.57
person,0.3587,1547.99,764.23,1592.92,920.59
person,0.3560,289.00,787.39,405.65,1046.38
person,0.3104,67.65,738.53,174.33,1077.66
car,0.3024,1847.05,771.88,1919.12,963.09
