person,0.8498,713.99,778.28,1041.88,1079.07
person,0.8175,392.61,771.53,708.70,1080.00
person,0.7230,139.24,768.63,274.53,1080.00
person,0.7198,1260.82,793.21,1408.68,1077.05
car,0.7058,1731.55,763.82,1919.11,996.50
person,0.6735,1411.81,774.72,1535.90,1049.96
person,0.5527,0.15,750.09,86.05,1071.18
person,0.5428,310.58,749.24,466.33,1075.78
car,0.4060,1463.66,755.02,1559.54,817.31
person,0.3999,258.79,762.35,351.22,1073.72
person,0.3306,932.66,771.42,1029.80,961.43
handbag,0.3130,301.08,834.33,418.61,1039.20
person,0.2867,1367.99,742.95,1437.89,906.25
person,0.2621,274.94,764.33,366.83,1078.08
person,0.2594,1002.71,899.56,1120.42,1078.16
car,0.2589,1433.06,751.63,1554.53,816.75
handbag,0.2553,305.92,840.10,394.12,1028.94
