person,0.8209,550.38,795.71,897.26,1080.00
car,0.8148,1195.25,740.75,1441.81,874.19
bus,0.8057,1765.00,504.81,1919.10,870.46
person,0.7103,955.03,727.65,1067.42,1033.15
person,0.7013,453.37,745.73,558.64,1013.56
car,0.6558,1110.63,762.42,1322.56,916.02
person,0.6418,298.11,788.26,424.90,1075.22
person,0.5721,560.10,747.69,641.29,1004.36
person,0.4741,93.46,725.31,226.13,1052.97
person,0.4542,208.98,793.90,304.45,1039.81
car,0.4046,1366.35,752.22,1510.82,816.36
person,0.3988,842.24,739.46,929.51,1024.09
person,0.3950,1054.12,747.50,1135.46,996.53
handbag,0.3746,996.02,796.15,1074.20,922.86
person,0.3528,917.87,746.78,974.84,1036.38
person,0.3427,796.11,742.71,859.92,996.72
handbag,0.2980,368.25,845.48,436.21,988.32
car,0.2689,1400.94,757.32,1514.15,814.88
car,0.2515,1054.01,758.47,1322.18,971.16
