car,0.8477,1467.81,768.02,1672.61,872.09
person,0.7453,47.35,772.80,207.26,1079.33
person,0.6890,1031.96,821.31,1182.17,1078.54
person,0.6565,378.65,767.33,485.08,1063.50
person,0.6386,546.39,734.53,661.86,1078.77
person,0.5723,658.63,737.18,756.53,1073.99
car,0.5705,1339.59,759.49,1430.11,833.06
person,0.5186,148.01,762.22,257.00,1080.00
person,0.5109,709.68,790.28,844.17,1074.71
person,0.4819,830.97,811.37,962.19,1066.21
person,0.4769,756.28,945.97,925.04,1080.00
person,0.4523,1161.86,765.58,1230.13,970.12
person,0.4007,483.86,770.64,555.70,1003.82
handbag,0.3717,1079.14,902.01,1154.60,1018.63
car,0.3643,1779.82,771.95,1919.33,846.20
person,0.3608,0.12,751.97,38.30,1045.21
car,0.2534,1826.72,773.30,1919.24,843.16
