car,0.9075,1515.19,753.79,1876.08,890.61
person,0.7459,0.00,756.40,135.75,1079.38
person,0.7409,140.70,853.68,391.81,1078.65
person,0.6698,428.55,756.14,547.70,1074.64
car,0.6474,1122.57,742.57,1254.31,841.52
car,0.6155,1389.26,749.10,1516.83,813.64
person,0.6017,592.13,931.34,818.95,1080.00
person,0.5833,587.91,771.54,840.00,1067.14
person,0.5832,850.68,739.04,926.45,1017.49
car,0.5278,1309.48,745.68,1392.74,803.73
person,0.5087,546.52,746.82,623.99,993.49
person,0.5063,1033.40,731.64,1136.73,1014.49
car,0.4361,1749.07,755.16,1919.44,881.38
person,0.3959,911.95,760.05,979.47,1013.03
car,0.3929,1275.99,741.95,1393.00,803.57
car,0.3759,1214.66,747.89,1288.62,796.19
person,0.3463,226.93,729.28,338.27,909.31
person,0.3175,990.11,737.25,1057.17,962.36
car,0.2892,1325.68,750.52,1395.45,806.69
car,0.2717,1802.80,765.61,1919.27,873.87
car,0.2683,1096.38,763.26,1211.46,876.74
