bus,0.8699,1419.55,541.44,1918.64,844.04
person,0.7288,223.20,877.91,481.94,1080.00
car,0.7228,1337.56,743.93,1508.71,833.11
car,0.7205,1823.36,792.21,1919.20,978.05
person,0.6730,1113.58,737.11,1210.03,997.82
person,0.6492,1026.58,738.16,1098.14,1001.67
person,0.6354,819.28,850.60,1060.76,1077.97
person,0.6020,107.37,813.80,322.04,1079.49
person,0.5806,693.68,764.93,885.14,1079.67
person,0.4485,514.74,792.80,637.49,1071.75
handbag,0.4346,1156.40,812.96,1217.60,892.36
car,0.4237,1078.25,732.75,1149.49,835.54
person,0.3669,368.20,713.03,460.41,878.49
car,0.3547,1193.95,739.16,1259.52,788.31
person,0.3348,402.75,818.08,559.31,1076.43
person,0.2657,648.65,735.50,778.26,1023.84
