car,0.9135,1703.17,765.48,1919.16,930.95
car,0.8722,1335.18,754.02,1518.92,848.45
person,0.7747,75.31,782.95,223.75,1080.00
person,0.7572,510.93,798.36,665.80,1080.00
person,0.7223,934.76,818.76,1140.54,1080.00
person,0.7106,813.00,771.14,916.46,1075.31
person,0.6435,271.46,769.98,365.40,1061.95
person,0.6076,620.68,810.38,822.29,1080.00
car,0.5968,1573.58,747.68,1798.76,850.20
person,0.4398,426.47,728.89,505.57,1055.37
car,0.4355,1279.81,752.57,1370.57,802.11
person,0.4325,1159.44,747.72,1254.34,974.00
person,0.4285,0.41,727.69,69.23,1049.50
person,0.4260,360.07,769.97,439.07,1030.53
person,0.4178,1101.59,759.50,1150.97,910.75
handbag,0.3473,1207.89,787.00,1261.00,878.71
handbag,0.3135,59.32,898.45,121.82,1022.09
person,0.2751,221.42,760.50,294.03,1047.89
