bus,0.8729,1420.39,540.56,1918.58,845.56
car,0.7347,1343.80,746.56,1517.73,833.76
person,0.6849,215.11,882.07,477.47,1080.00
person,0.6339,813.76,850.82,1068.45,1078.12
person,0.6147,1111.10,737.88,1205.82,1004.10
person,0.5868,684.05,763.29,874.77,1079.15
person,0.5853,1024.53,726.43,1093.11,1005.90
person,0.5197,118.20,811.74,311.16,1078.21
car,0.4757,1855.47,803.71,1919.31,986.90
person,0.4504,506.18,793.78,628.75,1078.39
person,0.4079,388.11,818.70,531.15,1076.71
person,0.2942,364.81,714.29,453.55,877.70
person,0.2863,0.22,792.02,96.71,1071.87
car,0.2742,1077.02,733.92,1149.21,837.66
handbag,0.2717,1157.75,812.72,1217.29,891.84
car,0.2553,1196.18,740.32,1253.93,786.72
