car,0.8750,1495.02,768.86,1730.40,884.42
person,0.7770,0.06,767.38,130.77,1078.35
person,0.7361,129.07,754.90,251.75,1080.00
person,0.7012,336.63,770.47,441.21,1070.77
car,0.6897,1298.64,757.50,1438.94,836.75
person,0.5505,543.34,742.40,653.14,1071.99
person,0.5164,971.41,801.28,1145.98,1077.83
handbag,0.4861,1043.33,903.62,1118.25,1024.63
car,0.4853,1340.29,757.80,1440.96,837.19
person,0.4754,733.55,955.00,893.67,1080.00
person,0.4733,442.44,760.58,514.35,1005.61
person,0.4476,773.34,806.20,938.20,1072.93
person,0.4225,1087.59,756.72,1186.48,971.25
person,0.4087,1219.98,745.21,1323.05,954.73
backpack,0.4009,252.22,819.44,321.42,906.86
person,0.3867,656.81,800.89,792.84,1066.78
handbag,0.3740,312.27,856.67,357.88,958.69
person,0.3387,1176.47,768.71,1231.11,920.60
person,0.2999,244.66,768.75,329.75,1047.83
person,0.2833,1123.24,760.11,1188.60,973.14
handbag,0.2824,1047.78,945.16,1117.30,1026.41
