car,0.9021,1559.87,761.75,1878.24,911.18
person,0.7356,960.49,821.15,1145.93,1080.00
person,0.6955,133.17,748.29,246.21,1080.00
person,0.6794,236.95,774.80,352.94,1080.00
car,0.6133,1324.97,756.49,1460.74,838.93
person,0.6063,738.89,813.71,901.06,1074.64
person,0.5368,613.35,793.60,766.06,1080.00
person,0.5302,549.06,737.43,641.86,1058.79
person,0.5207,25.08,729.01,128.56,1032.03
person,0.4966,884.44,774.35,963.97,1037.58
person,0.4950,1190.16,740.78,1291.00,1033.05
person,0.4502,359.80,745.02,461.53,1027.55
person,0.3956,1145.94,745.63,1205.35,913.84
person,0.3441,435.27,750.86,505.38,1005.18
person,0.3013,1056.66,754.67,1135.96,925.51
person,0.2858,682.74,981.23,836.40,1080.00
person,0.2753,491.94,735.00,570.45,1016.55
person,0.2595,951.39,755.78,1025.66,976.33
