person,0.8702,578.40,780.24,902.87,1080.00
car,0.7005,1167.10,741.34,1390.10,868.53
person,0.6487,461.71,758.13,563.94,1008.37
person,0.6277,967.64,720.81,1074.73,1031.73
car,0.5988,1084.62,763.87,1292.21,907.61
car,0.5548,1348.13,751.80,1523.99,816.57
person,0.5440,922.05,745.74,989.18,1020.05
person,0.5350,574.90,755.39,644.00,995.40
person,0.5237,111.97,733.30,246.33,1076.05
person,0.4967,850.31,743.17,936.70,1021.13
bus,0.4246,1696.85,507.78,1919.16,881.67
person,0.4027,320.52,780.63,444.49,1018.14
person,0.3770,228.76,798.07,311.58,1056.98
person,0.3469,239.91,1009.11,497.18,1078.26
car,0.2917,1068.42,763.06,1291.48,970.29
