car,0.8669,1741.63,756.96,1919.06,912.06
person,0.7513,619.96,792.54,895.22,1078.14
car,0.7217,1148.42,745.70,1341.60,859.88
car,0.6659,1075.89,761.75,1269.05,892.92
car,0.6551,1359.67,753.88,1532.74,818.59
person,0.5831,143.73,732.77,270.27,1077.27
person,0.5773,483.24,746.33,587.05,982.16
person,0.5602,358.78,784.11,485.49,1067.52
person,0.5508,253.67,779.39,339.10,1073.47
person,0.4947,924.17,741.24,990.83,1028.38
person,0.4828,587.52,750.84,667.30,984.57
person,0.4735,982.18,722.90,1127.08,1026.21
person,0.4732,387.04,975.01,656.06,1078.58
person,0.4347,870.90,733.35,938.51,1028.69
person,0.3642,0.27,870.86,132.23,1076.86
car,0.3500,1271.85,751.31,1357.06,805.59
person,0.3143,0.50,873.45,191.49,1078.54
car,0.3142,1661.39,749.30,1854.60,843.88
