person,0.8615,617.02,771.75,919.06,1079.74
person,0.8270,947.54,790.09,1240.25,1075.90
person,0.7866,1496.97,756.58,1607.81,1065.37
person,0.7479,413.43,747.29,554.95,1080.00
person,0.6854,152.68,769.21,303.62,1079.89
person,0.6695,299.49,782.16,418.05,1080.00
person,0.6125,1201.57,769.93,1305.22,1040.21
person,0.5595,1297.86,776.63,1433.20,1078.16
person,0.4464,1441.77,748.22,1525.89,1066.75
person,0.4350,866.10,747.38,960.92,1051.10
person,0.3844,550.12,757.34,657.12,1075.09
person,0.3747,38.85,746.90,115.24,981.95
person,0.3351,802.19,751.06,890.99,924.50
backpack,0.2991,314.13,849.04,393.93,959.45
person,0.2831,1449.44,750.45,1517.99,982.52
handbag,0.2789,1347.93,860.69,1408.86,954.06
person,0.2577,0.33,901.41,129.22,1076.91
person,0.2508,1105.35,785.59,1203.02,963.71
