car,0.8414,1516.99,755.97,1892.00,919.64
person,0.7770,802.83,755.86,960.63,1080.00
person,0.7429,906.89,868.28,1135.25,1077.98
person,0.7408,1123.07,748.48,1212.34,990.00
person,0.6534,379.55,846.80,655.23,1080.00
person,0.6379,639.25,777.87,774.82,1075.59
person,0.6207,269.18,810.88,463.56,1076.72
bus,0.5938,1394.66,573.73,1920.00,835.17
car,0.5623,1307.40,746.83,1438.89,820.06
person,0.4761,1035.87,737.16,1127.92,998.88
person,0.4462,139.63,770.57,242.94,1080.00
person,0.3633,978.72,734.01,1045.28,868.56
person,0.3241,0.19,756.05,59.16,1079.96
person,0.3184,264.53,729.55,370.04,965.38
bus,0.3183,1393.14,588.86,1698.00,814.98
person,0.2905,1070.54,744.05,1133.64,1000.75
person,0.2827,63.69,734.62,140.98,1059.74
handbag,0.2745,790.16,916.31,842.66,1010.11
person,0.2727,1035.50,741.52,1100.49,940.80
