person,0.8049,202.40,759.84,522.03,1078.96
person,0.7690,1211.26,798.13,1351.01,1075.87
person,0.7512,565.90,797.13,918.44,1080.00
car,0.6508,1772.41,754.59,1912.03,819.67
person,0.6387,1347.12,774.02,1440.75,1051.22
person,0.6238,0.12,759.15,75.90,1069.50
car,0.6115,1441.68,753.88,1557.12,824.33
person,0.5653,1095.91,772.03,1188.45,1066.32
car,0.5649,1868.72,783.60,1919.29,1022.95
person,0.5245,399.64,753.00,553.37,1071.98
person,0.4402,1002.98,795.73,1112.40,1074.79
person,0.3884,923.75,908.35,1079.21,1080.00
car,0.3285,1372.58,750.26,1456.78,818.70
person,0.3118,1309.30,749.38,1377.71,888.88
kite,0.2827,1188.72,472.21,1299.70,597.96
person,0.2825,899.04,786.78,1000.42,1015.05
person,0.2699,1004.10,799.20,1106.62,985.02
