person,0.8622,0.41,754.42,312.80,1075.19
car,0.7728,1437.99,756.29,1563.80,837.36
person,0.7173,1157.58,801.97,1301.95,1076.11
person,0.6969,1314.68,763.17,1405.17,1022.60
person,0.6140,442.68,792.30,812.60,1080.00
car,0.4870,1769.98,762.71,1888.56,823.22
person,0.4865,968.07,805.77,1094.92,1077.38
person,0.4685,700.82,746.28,816.05,1057.57
car,0.4451,1369.24,754.72,1445.99,836.32
person,0.4316,190.28,753.39,340.41,1031.21
person,0.4282,855.32,781.37,970.04,1078.17
person,0.3256,1275.88,754.70,1342.66,947.53
person,0.3021,791.12,741.64,884.89,1070.96
person,0.2829,894.98,913.44,1053.39,1080.00
car,0.2548,1751.03,762.99,1858.57,819.95
person,0.2505,871.42,781.86,968.78,1020.13
