person,0.8425,984.84,787.57,1272.68,1076.07
person,0.8255,668.31,768.80,945.92,1079.13
person,0.7947,0.29,787.66,217.68,1078.55
person,0.7696,1509.13,755.98,1620.76,1058.88
person,0.7504,422.02,745.17,585.31,1080.00
person,0.7366,153.13,768.66,303.12,1078.82
person,0.5735,1460.03,755.62,1536.43,1046.21
person,0.5704,299.22,784.40,418.62,1079.64
car,0.5660,1620.22,757.29,1912.73,918.50
person,0.5215,1220.87,770.05,1321.96,1035.12
person,0.5140,571.95,756.09,675.99,1076.18
person,0.4865,1307.77,773.48,1439.94,1079.33
car,0.4732,1618.08,758.81,1916.96,996.08
person,0.3468,873.39,751.21,957.03,942.47
person,0.2890,655.81,730.66,747.50,1000.11
handbag,0.2641,514.83,886.37,586.26,1016.41
person,0.2569,982.28,763.74,1062.51,1000.32
