person,0.8805,746.06,786.95,1064.20,1078.54
person,0.8167,428.44,783.68,742.90,1080.00
car,0.7653,1709.96,761.36,1919.07,987.82
person,0.7647,320.98,750.03,490.29,1078.76
person,0.7557,133.27,761.95,284.45,1080.00
person,0.7534,1432.09,775.13,1544.31,1049.20
person,0.7244,1271.42,790.54,1435.36,1079.57
person,0.5519,0.00,752.04,81.92,1065.88
handbag,0.4502,306.91,831.57,424.66,1030.20
person,0.3700,716.70,742.75,842.37,1038.41
person,0.3075,943.83,764.45,1032.79,959.28
person,0.3054,1039.92,794.77,1156.26,977.88
person,0.2950,281.03,765.92,374.81,1071.76
person,0.2943,1014.05,894.75,1130.59,1080.00
car,0.2774,1490.26,758.22,1562.44,812.80
handbag,0.2717,305.49,864.01,403.69,1028.61
