car,0.8829,1734.59,769.13,1919.16,933.76
car,0.8129,1344.37,752.84,1528.36,847.13
person,0.7529,925.05,819.18,1131.36,1080.00
person,0.6889,62.95,790.51,204.12,1080.00
person,0.6832,495.23,795.52,654.10,1080.00
person,0.6366,799.12,774.53,914.24,1074.09
person,0.5997,257.09,777.17,352.33,1071.32
person,0.5302,607.55,810.89,813.27,1080.00
person,0.5030,1153.16,745.13,1254.38,970.46
bus,0.4632,1513.79,565.39,1919.51,852.41
person,0.3917,349.17,771.18,428.57,1022.62
handbag,0.3730,1203.00,808.52,1256.17,877.36
person,0.3573,1091.23,749.59,1150.09,912.24
person,0.2892,416.81,734.23,503.45,1050.88
person,0.2666,4.65,736.83,102.83,1049.51
