car,0.9015,1647.82,761.55,1920.00,969.43
car,0.7507,1321.26,745.49,1480.01,825.06
person,0.7283,843.05,861.92,1099.08,1080.00
person,0.7176,732.92,749.18,927.68,1077.68
person,0.7134,279.80,894.51,536.36,1080.00
person,0.6669,1110.46,739.47,1197.51,997.07
person,0.6577,189.29,819.58,380.61,1080.00
person,0.6118,1033.57,733.18,1107.32,1013.42
person,0.6011,570.71,795.64,695.37,1079.51
bus,0.4892,1402.00,554.62,1919.32,824.29
car,0.4154,1215.40,732.40,1317.45,794.12
person,0.3606,0.30,718.03,121.19,1063.84
person,0.3161,451.05,803.70,586.76,1079.08
person,0.3103,414.76,716.56,495.35,880.13
car,0.2987,1214.31,736.84,1293.42,790.26
bus,0.2947,1720.75,551.32,1918.66,772.76
person,0.2849,673.83,732.17,771.97,1024.28
person,0.2818,979.22,731.18,1047.72,939.86
car,0.2812,1088.98,735.06,1172.99,807.10
