car,0.8829,1692.53,758.18,1919.73,905.47
car,0.7296,1145.59,744.77,1323.77,855.86
person,0.7109,638.87,798.44,889.12,1079.39
car,0.6989,1073.60,764.63,1255.77,884.29
car,0.6537,1369.45,753.35,1541.77,818.35
person,0.6385,369.45,775.63,501.32,1078.09
person,0.5851,433.08,962.02,701.44,1076.73
person,0.5801,497.32,757.87,591.71,976.94
car,0.5774,1269.60,750.61,1365.43,805.46
person,0.5492,993.67,729.70,1121.80,1029.45
person,0.5178,155.67,730.52,284.90,1068.77
person,0.4978,0.36,874.52,219.18,1080.00
person,0.4838,869.48,744.48,936.58,1023.34
person,0.4498,590.44,756.65,670.12,977.55
person,0.3748,924.13,751.76,985.59,1035.48
person,0.2535,948.93,739.41,1017.33,1003.58
