person,0.8539,816.82,790.23,1119.82,1078.93
person,0.8334,487.13,778.73,811.79,1080.00
person,0.7516,1459.68,755.84,1564.05,1053.08
person,0.7148,151.50,753.99,307.96,1079.98
person,0.6793,0.20,759.99,73.85,1080.00
person,0.6621,347.24,743.70,512.27,1076.92
person,0.6618,756.64,740.61,880.93,1068.35
person,0.5546,1285.49,785.89,1448.01,1079.28
person,0.4819,1173.85,765.92,1270.43,1053.52
car,0.4440,1674.19,755.69,1919.24,1057.13
person,0.3574,46.11,737.54,122.43,1038.86
person,0.2907,495.40,740.96,600.63,980.86
kite,0.2835,1241.62,471.14,1348.14,594.86
person,0.2649,1405.68,746.89,1478.08,921.37
