car,0.9072,1618.36,762.65,1920.00,933.93
car,0.8263,1331.70,751.80,1492.29,843.42
person,0.6826,177.38,788.53,284.84,1080.00
person,0.6446,574.13,794.14,721.09,1080.00
person,0.5870,322.00,774.45,415.96,1056.43
person,0.5829,664.09,823.45,862.61,1080.00
person,0.5487,845.14,769.70,947.17,1067.06
person,0.5111,955.11,832.10,1168.48,1080.00
person,0.5007,9.82,730.13,112.86,1046.11
car,0.4921,1550.92,755.40,1691.60,847.33
person,0.4794,1193.26,748.86,1272.23,961.56
person,0.4339,406.23,763.01,473.87,1001.46
person,0.3760,1124.45,753.38,1175.58,915.41
person,0.3714,125.63,746.12,212.83,1048.91
person,0.2895,1030.53,749.58,1123.93,917.09
car,0.2514,1245.78,757.20,1331.60,810.86
