person,0.8232,219.43,837.74,455.95,1080.00
car,0.7772,1424.32,749.28,1723.31,867.20
person,0.7168,468.51,750.13,578.23,1051.52
car,0.6663,1299.44,738.78,1415.54,801.91
person,0.6653,607.38,769.97,881.58,1072.53
person,0.6424,994.60,738.76,1095.09,998.76
bus,0.5783,1766.63,599.84,1919.27,868.54
person,0.5607,840.93,740.02,919.35,1019.75
person,0.4758,895.77,744.35,969.42,1022.15
car,0.4671,1114.53,740.66,1216.28,835.85
car,0.4491,1219.16,744.53,1309.05,791.77
person,0.4316,1067.52,741.87,1136.09,977.00
person,0.3752,1129.72,786.72,1191.07,974.72
person,0.3446,629.35,898.30,878.79,1080.00
person,0.3243,570.05,749.56,660.24,966.97
person,0.2779,0.00,893.69,210.63,1080.00
person,0.2602,1065.08,746.39,1152.88,1014.58
