bus,0.8399,1436.37,532.56,1919.50,859.09
person,0.7021,661.28,760.55,848.35,1080.00
person,0.7015,806.36,863.21,1028.08,1077.89
car,0.6920,1362.69,744.93,1570.48,838.72
person,0.6489,984.94,734.28,1085.10,1009.16
person,0.6330,23.76,829.82,239.76,1078.81
person,0.6112,324.83,828.68,507.38,1078.88
person,0.5723,1092.72,737.55,1191.74,1017.88
person,0.3918,825.06,741.15,882.01,883.66
person,0.3669,202.42,897.42,379.97,1080.00
car,0.3529,1194.36,745.04,1247.99,788.23
person,0.3432,332.91,715.05,427.65,853.46
person,0.3248,442.96,798.67,546.20,1059.33
person,0.3227,514.82,752.57,583.39,942.26
car,0.3009,1250.67,744.61,1351.29,788.83
bus,0.2641,1647.23,534.88,1918.86,857.59
handbag,0.2628,1150.36,821.48,1208.54,908.39
