person,0.8389,1109.70,779.89,1381.37,1077.66
person,0.8158,132.21,781.63,339.19,1079.05
person,0.8051,321.97,817.90,572.69,1080.00
person,0.7982,826.56,753.50,1087.04,1078.96
person,0.7648,1559.13,804.12,1701.60,1077.99
person,0.7450,532.58,748.82,680.18,1072.13
person,0.7406,1384.69,783.63,1537.65,1078.08
car,0.6866,1542.64,763.76,1785.83,896.95
person,0.6810,774.24,749.14,929.32,1078.55
person,0.6663,0.28,754.91,90.98,1075.17
person,0.6285,672.46,728.09,783.37,1073.03
car,0.4488,1809.93,766.57,1918.20,816.81
person,0.4129,1674.55,872.61,1788.56,1077.19
person,0.3775,1302.37,778.31,1393.64,977.92
backpack,0.3285,556.79,804.87,655.86,965.74
