car,0.8849,1448.56,733.77,1919.54,968.38
car,0.8694,1135.10,770.92,1563.17,993.09
person,0.7781,877.76,750.20,1014.77,1073.47
person,0.7538,339.64,813.46,655.80,1076.66
person,0.6818,1031.96,734.94,1108.39,1008.39
person,0.6322,681.14,769.83,755.81,999.21
person,0.6102,791.33,739.63,866.44,1030.16
person,0.5796,102.04,778.76,215.83,1080.00
car,0.5604,1084.72,726.96,1207.02,820.65
person,0.5301,309.48,747.43,391.81,1003.26
person,0.4750,591.26,766.93,662.46,987.65
person,0.4047,39.64,800.78,128.13,1062.94
person,0.3973,0.34,735.35,59.62,1065.26
car,0.3561,992.79,722.97,1078.23,830.77
car,0.2930,996.39,731.79,1060.75,833.77
person,0.2873,839.68,743.37,913.89,950.90
person,0.2832,718.49,756.64,806.25,1017.38
