car,0.8731,1401.05,734.79,1874.12,940.16
car,0.8376,1126.02,766.43,1532.20,983.22
person,0.7518,876.42,745.68,1018.04,1074.35
person,0.6707,793.44,737.09,871.16,1029.88
person,0.6658,689.28,762.73,758.10,1007.88
person,0.6569,379.44,809.47,685.21,1076.08
person,0.6404,319.24,746.75,403.18,1005.41
person,0.6069,121.52,783.96,232.02,1080.00
person,0.5490,1031.76,731.53,1109.59,1012.42
person,0.4942,0.22,729.37,73.05,1076.62
person,0.3904,606.40,765.42,677.82,980.60
truck,0.3711,920.47,681.53,1075.30,828.78
car,0.3280,987.16,721.02,1076.15,829.22
person,0.2899,49.85,827.38,140.15,1077.40
