person,0.7984,912.71,821.78,1124.16,1080.00
car,0.7855,1813.78,781.49,1919.22,954.66
car,0.7832,1357.23,752.36,1553.51,852.19
person,0.6900,12.35,784.89,159.62,1080.00
person,0.6894,457.30,797.40,632.34,1077.76
person,0.6136,219.24,766.36,318.54,1079.88
person,0.6007,783.70,770.58,892.16,1076.30
person,0.5609,1078.56,740.68,1138.49,915.18
person,0.5357,583.69,828.31,793.98,1080.00
person,0.5353,316.99,764.95,412.27,1028.98
bus,0.5041,1525.20,550.44,1918.88,857.61
person,0.4839,1137.62,739.40,1244.38,969.51
person,0.4804,936.58,748.46,1076.49,942.52
person,0.4468,117.27,744.28,230.91,1043.70
car,0.3760,1283.16,749.22,1373.04,807.11
car,0.3497,1606.65,666.53,1894.25,866.36
person,0.2929,0.31,731.99,66.10,1059.60
bus,0.2590,1371.92,628.06,1539.57,768.04
